80.495	1.39660	1.31875	8.19168	1.41294	0.35034	0.02237	0.50627	0.12102	15.03029	2.43770	1.60881	1.56672	0.10079	0.61811	3.19039	16.20826	0.00077	0.01188	3.55699	0.43036	15.72781	2.41982	1.63605	1.63470
117.759	1.03494	1.22948	8.31543	1.92730	0.20808	0.01415	0.55021	0.22756	10.21051	1.67877	1.10059	1.07287	0.14173	0.58956	3.92355	14.43083	0.00113	0.01485	2.95423	1.02980	21.30251	3.28736	2.19379	2.19299
144.339	0.87417	1.18445	8.14586	1.44930	0.34411	0.02479	0.44979	0.18131	8.32545	1.36586	0.88777	0.86639	0.04160	0.64519	3.17353	13.96467	0.00404	0.03543	10.51310	1.44743	17.30299	2.73359	1.55477	1.62069
245.077	0.50923	1.19898	8.28419	1.37410	0.17744	0.01390	0.48828	0.32037	4.90220	0.80986	0.51697	0.50888	0.04986	0.56873	4.40884	14.04892	0.00488	0.04988	9.20982	2.73541	20.44926	3.21694	1.22018	1.27303
88.033	1.28940	1.30060	8.12856	1.28719	0.43580	0.03028	0.46449	0.06943	13.67979	2.23877	1.46922	1.42999	0.05855	0.63684	3.07650	15.89244	0.00251	0.01895	7.57156	0.40698	14.31236	2.20648	1.49343	1.50138
129.928	0.94496	1.21735	8.15053	1.76523	0.28205	0.02007	0.49040	0.20749	9.29928	1.52358	0.98782	0.96492	0.07224	0.57300	4.45728	15.16360	0.00302	0.03501	6.71053	1.25144	19.49282	2.99594	1.74550	1.78282
88.033	1.57469	1.34692	7.92139	1.44392	0.39936	0.02502	0.47493	0.10069	18.03226	2.45181	1.29284	2.41617	0.10355	0.60450	3.95949	17.31436	0.00090	0.01292	3.54581	0.44037	18.88990	2.39782	1.31928	2.52132
88.033	1.00410	1.22795	8.48494	1.01757	0.47224	0.03554	0.45405	0.03818	9.32725	2.02573	1.64560	0.44381	0.03604	0.68331	1.95432	14.08543	0.00412	0.02498	11.59730	0.37360	9.73482	2.01513	1.66759	0.48143
129.928	1.04822	1.23077	8.24078	2.04056	0.21613	0.01513	0.49970	0.26905	10.68335	1.64682	0.85473	1.08689	0.11966	0.54159	5.93953	16.46771	0.00196	0.01782	2.76586	1.21436	22.48182	3.21079	1.22095	1.73388
129.928	0.84170	1.20065	8.03531	1.41375	0.34797	0.02501	0.48110	0.14592	7.91524	1.40033	1.12090	0.84294	0.04852	0.61174	2.83930	13.74001	0.00408	0.05219	10.65520	1.28852	16.50391	2.78109	2.27005	1.83174
