186.135	0.67954	0.97202	11.69920	2.51740	0.17779	0.01842	0.78725	0.01655	2.23497	0.87718	0.64339	0.62508	0.06238	0.62122	2.25438	14.16089	0.00031	0.00296	3.92787	0.06887	1.73204	0.63637	0.65429	0.65277
179.189	0.39830	1.90871	24.87920	13.94348	0.18705	0.01892	0.77120	0.02284	2.17233	0.98156	0.61405	0.59951	0.07662	0.60130	2.84410	11.44713	0.00033	0.00254	3.92714	0.07000	1.75661	0.46531	0.55904	0.55750
325.136	0.46509	0.87875	11.66550	2.62037	0.20365	0.02106	0.73972	0.03557	1.33167	0.57848	0.34600	0.33795	0.05681	0.63681	2.51837	13.54813	0.00260	0.00774	11.64620	0.34346	2.36932	0.77444	0.56932	0.59093
380.806	0.26976	0.90597	11.31218	2.73729	0.17785	0.01854	0.75704	0.04658	0.95985	0.44653	0.41241	0.40570	0.06667	0.60047	2.92884	12.96284	0.00172	0.00761	11.68380	0.30688	1.87511	0.66056	0.47395	0.49247
212.531	0.61911	1.17932	15.48254	5.82530	0.18678	0.02008	0.76076	0.03238	1.83796	0.82153	0.73993	0.71841	0.04928	0.62751	2.22488	13.54549	0.00091	0.00321	6.54877	0.11379	1.14029	0.41796	0.50244	0.51373
253.008	0.40924	2.12539	19.86696	13.98885	0.17762	0.01876	0.76083	0.04280	1.60713	0.66517	0.58571	0.57352	0.01095	0.83831	0.36490	7.89337	0.00113	0.00295	6.56553	0.09705	0.96896	0.33421	0.29699	0.30149
212.531	1.32071	1.23507	15.58495	6.16296	0.23926	0.02516	0.70541	0.03017	2.13348	0.87305	1.10856	0.55625	0.04938	0.60575	2.59403	13.46434	0.00051	0.00216	3.92077	0.07656	1.01631	0.34811	0.56373	0.29096
212.531	0.63636	0.90533	12.06636	2.03899	0.13431	0.01499	0.81611	0.03459	1.54243	0.77000	0.37131	0.88057	0.04957	0.67430	1.30247	13.80751	0.00171	0.00530	11.80480	0.18823	1.38824	0.55768	0.37986	0.95925
253.008	0.82352	1.40941	17.29624	8.17739	0.15515	0.01627	0.77140	0.05718	1.45834	0.60460	0.76729	0.66251	0.01095	0.83831	0.36490	7.89337	0.00048	0.00143	3.92796	0.07013	0.70314	0.24201	0.26368	0.21512
253.008	0.59886	0.91731	11.39851	3.03307	0.20009	0.02124	0.75025	0.02842	1.75592	0.72573	0.40414	0.48454	0.05363	0.66036	2.15175	12.60766	0.00244	0.00600	11.84070	0.15090	1.50062	0.51861	0.36360	0.47423
