178.230	1.09139	1.30853	6.63004	0.99441	0.30024	0.02880	0.63457	0.03638	10.64558	0.10386	0.60857	0.59227	0.03637	0.64827	3.64579	15.44190	0.00069	0.00537	3.82480	0.16915	7.01688	0.06725	0.61915	0.61870
194.468	1.03779	1.28131	6.68078	1.13840	0.27196	0.02645	0.62524	0.07635	9.27048	0.09021	0.77384	0.75273	0.07378	0.59549	3.99391	13.80804	0.00073	0.00849	3.59780	0.39298	12.82206	0.10597	1.48466	1.48480
325.227	0.68714	1.16707	6.85356	1.06476	0.31259	0.03164	0.58747	0.06830	6.43457	0.07383	0.47121	0.45904	0.01935	0.65337	2.89691	13.77952	0.00229	0.01530	11.51930	0.46313	7.82861	0.09145	0.80509	0.84004
356.594	0.61652	1.19015	6.87669	1.01610	0.26118	0.02582	0.55096	0.16205	4.93916	0.05660	0.18317	0.18200	0.02822	0.61817	3.88719	13.51041	0.00419	0.02276	10.26090	1.71213	14.42184	0.15508	0.19769	0.20512
190.469	1.06411	1.26319	6.79873	0.88464	0.42557	0.04154	0.50137	0.03152	10.57243	0.10571	0.26492	0.25697	0.02155	0.65825	2.84584	15.06478	0.00113	0.01033	7.77699	0.21155	6.69913	0.07109	0.27147	0.27624
206.233	0.98549	1.26023	6.66638	1.16619	0.29866	0.02909	0.62230	0.04995	9.76324	0.09618	0.71899	0.70173	0.04253	0.57563	4.70091	15.16305	0.00152	0.01318	7.53703	0.44826	12.10470	0.09991	1.22285	1.26810
190.469	0.80456	1.30989	7.03304	0.85476	0.19638	0.01792	0.74458	0.04112	7.85729	0.08499	0.09361	0.25878	0.02767	0.63295	3.21280	15.66471	0.00031	0.00425	3.86100	0.13444	5.41225	0.05802	0.09841	0.27212
190.469	1.32364	1.23480	6.64762	0.90391	0.65476	0.06516	0.25815	0.02193	13.28764	0.12643	0.43622	0.25516	0.01849	0.67719	2.58921	14.64523	0.00195	0.01641	11.69300	0.28866	7.98602	0.08415	0.44453	0.28035
206.233	1.60938	1.27921	6.59661	1.20468	0.43320	0.04167	0.44147	0.08366	14.96782	0.14566	1.42744	0.40167	0.08908	0.53731	6.10030	15.89888	0.00081	0.01373	3.42262	0.56284	17.91077	0.12882	2.41662	0.35332
206.233	0.36160	1.17574	7.00419	0.97982	0.16412	0.01652	0.80312	0.01623	4.55868	0.04669	0.01055	1.00180	0.01925	0.66427	2.08235	13.78634	0.00224	0.01262	11.65140	0.33369	6.29876	0.07101	0.02907	2.18288
