62.222	0.74558	0.99847	12.87237	1.35534	0.15459	0.02065	0.74807	0.07668	27.86627	6.40110	2.03407	1.98572	0.21595	0.63160	2.42365	16.26296	0.00080	0.00977	3.74929	0.24014	13.39407	2.85870	2.07314	2.07067
73.683	0.51100	1.63952	19.46714	12.39077	0.13184	0.01751	0.68510	0.16556	20.97120	5.12933	1.89253	1.85075	0.24053	0.60381	4.24101	14.92934	0.00040	0.00786	3.66606	0.32568	11.36923	2.33332	1.68344	1.68318
105.705	0.47669	0.92594	12.16363	1.46109	0.16357	0.02267	0.60987	0.20389	13.54027	2.90738	1.18798	1.15197	0.17054	0.68355	2.48061	13.70572	0.00311	0.03299	11.00440	0.95946	17.16290	3.63188	2.36501	2.46945
220.142	0.17258	0.92814	12.57551	1.76701	0.07305	0.01150	0.54172	0.37374	4.47566	2.00880	1.81916	1.69848	0.21309	0.54774	4.28959	14.34260	0.00244	0.03699	10.27700	1.68354	10.55918	4.34514	1.94904	2.04092
63.249	0.70257	1.43300	18.22979	7.35854	0.22188	0.03162	0.65813	0.08837	21.86813	7.22265	3.38996	3.29014	0.21160	0.63013	2.07051	14.54306	0.00217	0.01895	6.40235	0.24320	9.98592	2.99362	2.28782	2.31820
112.674	0.28162	4.77491	21.51601	20.13952	0.13113	0.02296	0.56575	0.28016	12.81157	7.32644	6.57628	6.41520	0.01788	0.85163	0.42873	8.72199	0.00185	0.03086	6.07568	0.55827	8.29036	4.05992	3.87980	3.97449
63.249	1.12877	1.52764	18.19364	7.63069	0.16680	0.02275	0.69245	0.11800	24.20301	5.71102	2.38651	4.57833	0.21170	0.61067	2.23455	15.82679	0.00107	0.00733	3.83116	0.16043	9.37460	1.64786	1.21303	2.38691
63.249	1.43365	0.95409	12.41016	1.07121	0.27697	0.04049	0.62381	0.05873	19.53316	8.73427	4.39341	2.00194	0.22908	0.68378	1.80058	12.98442	0.00437	0.04218	11.54470	0.40872	11.20863	5.68512	4.43739	2.18077
112.674	0.57216	2.71770	23.24152	16.39469	0.11007	0.01967	0.59152	0.27874	13.75484	8.32094	7.32486	5.88699	0.01788	0.85163	0.42873	8.72199	0.00088	0.01267	3.62542	0.36103	6.76605	3.39256	3.20268	2.55198
112.674	0.63869	0.90736	13.40090	1.73508	0.15219	0.02625	0.53998	0.28158	11.86819	6.33194	5.82769	6.94340	0.33469	0.59415	1.93800	14.82846	0.00380	0.06724	10.97620	0.95276	11.33900	5.39462	5.23407	6.81951
